Tree name	Trait species	Non-trait species	Permutations	Selective Pressure	p-value	FDR
OG0000197_3 	8	8	23647	accelerated	0.10335786179480677	0.5109065981107953
OG0000744_2 	8	8	40822	accelerated	0.1034736171672137	0.5111405070250787
OG0003555_1 	10	9	2945157	constrained	0.10356224402970834	0.5112401854976151
OG0002021_1 	10	9	2945157	constrained	0.10358329547468631	0.511006363210325
OG0003069_1 	10	8	427482	accelerated	0.10365865069710867	0.5110405690143265
OG0000094_3 	10	9	2945157	constrained	0.1037503488767696	0.5111552478631873
OG0001261_1 	7	8	23647	constrained	0.10377198917456022	0.5109248432068493
OG0000734_2 	10	8	427482	accelerated	0.10387386544399735	0.5110895263512623
OG0003617_1 	9	9	267920	constrained	0.10389668557778442	0.5108652696382303
OG0006186_1 	10	7	177756	accelerated	0.10394023267850316	0.5107431564971975
OG0004015_1 	10	8	177756	accelerated	0.10404149508314764	0.5109046198395988
OG0006917_1 	9	8	267920	constrained	0.10407428972395157	0.5107298751302196
OG0003990_1 	3	9	23647	accelerated	0.10411908990949847	0.5106142367262273
OG0000821_2 	10	5	267920	accelerated	0.10435237028742073	0.5114224761658435
OG0001021_2 	9	8	177756	constrained	0.1044791233024674	0.5117079160302486
OG0005172_1 	10	8	427482	accelerated	0.10456161691775057	0.5117763543634856
OG0006301_1 	10	8	712130	accelerated	0.10462252254529425	0.5117391099481354
OG0008334_1 	9	3	40822	accelerated	0.10464945372593204	0.5115358441616403
OG0005660_1 	10	8	427482	accelerated	0.10466454570974082	0.5112750110569353
OG0005766_1 	10	9	2945157	constrained	0.1048504566465863	0.5118484056819301
OG0000948_1 	10	9	2945157	accelerated	0.10489116336428594	0.5117126709130317
OG0004265_1 	6	7	23647	constrained	0.10495602165087957	0.5116948601242947
OG0001852_2 	4	9	23647	accelerated	0.1049648989258225	0.5114043249034366
OG0005993_1 	10	7	177756	constrained	0.10498424842484248	0.51116515742187
OG0000264_2 	8	3	23647	constrained	0.10504059539918809	0.5111063238023035
OG0003388_1 	5	8	23647	constrained	0.10504059539918809	0.5107735722894113
OG0003545_1 	10	8	177756	accelerated	0.10513287877765021	0.5108897017503379
OG0000329_1 	9	7	23647	accelerated	0.10513406072908738	0.5105632637097228
OG0005701_1 	10	8	712130	accelerated	0.1052516282322411	0.5108020865929882
OG0006304_1 	9	9	108827	accelerated	0.10536278762037787	0.5110095199588327
OG0004908_1 	10	8	1142981	constrained	0.10540968059157227	0.510905194249483
OG0004285_1 	10	9	2945157	accelerated	0.10544869052421135	0.5107628207038486
OG0007519_1 	3	9	23647	accelerated	0.10564154613888188	0.5113653325413537
OG0000675_1 	9	5	23647	constrained	0.10571718538565629	0.5114000373351469
OG0000034_11 	9	8	65946	accelerated	0.1057835198495739	0.5113897150527298
OG0005441_1 	9	8	23647	constrained	0.10597090663058187	0.5119642313220025
OG0002451_1 	10	9	2945157	accelerated	0.10617463027324947	0.5126168800975438
OG0004340_1 	10	9	2945157	constrained	0.10619163741534433	0.5123677906041388
OG0002707_1 	9	8	65946	accelerated	0.10623843750947748	0.512262678991793
OG0003068_1 	10	9	2945157	accelerated	0.10649312020991819	0.5131594289341155
OG0001947_1 	10	7	177756	accelerated	0.10650554692949887	0.5128884139370904
OG0002173_1 	10	8	427482	accelerated	0.10670440722372976	0.5135149597641995
OG0006934_1 	10	7	40822	accelerated	0.10675616089363582	0.5134332039372608
OG0001308_1 	9	7	65946	accelerated	0.10681790610214725	0.5133995757251852
OG0002732_1 	8	9	177756	constrained	0.10691059654807714	0.5135146274068091
OG0001358_1 	9	8	23647	constrained	0.1070703653585927	0.5139515159790031
OG0002391_1 	8	9	23647	constrained	0.1070703653585927	0.5136214250888432
OG0005257_1 	10	8	177756	accelerated	0.10709061860077862	0.5133888513024489
OG0000697_1 	10	3	108827	accelerated	0.10716386091303387	0.5134104407693714
OG0004448_1 	10	9	2945157	accelerated	0.10720412013250269	0.5132740854292709
OG0002329_1 	7	7	23647	constrained	0.10739957716701903	0.5138804880592346
OG0001376_1 	7	9	23647	constrained	0.10740866035182679	0.5135949322457071
OG0005069_1 	10	8	712130	accelerated	0.10767256172397421	0.5145274238748326
OG0005662_1 	10	8	712130	accelerated	0.10771188082940841	0.5143862135005444
OG0004528_1 	10	3	108827	accelerated	0.10788061457031539	0.5148628180355819
OG0002097_1 	10	8	1142981	constrained	0.10803088046418685	0.5152507319201862
OG0003366_1 	10	8	1142981	constrained	0.10803787966277861	0.5149552796434547
OG0006375_1 	10	7	427482	constrained	0.10810545275912886	0.514948741491029
OG0002232_1 	9	8	108827	constrained	0.10822582423640975	0.5151935508105445
OG0000069_3 	4	9	23647	accelerated	0.10826355408948662	0.5150448952193475
OG0007234_1 	7	9	23647	constrained	0.10833897158322058	0.5150756071006203
OG0005836_1 	10	8	712130	accelerated	0.10838311412932056	0.5149576841169817
OG0004056_1 	10	8	1142981	constrained	0.10840183798955019	0.5147192167475845
OG0001073_1 	7	3	23647	accelerated	0.10843271589275139	0.5145387261772301
OG0000274_3 	9	7	23647	accelerated	0.10851729679438382	0.5146131363538112
OG0002335_1 	10	9	2945157	accelerated	0.10852629477364129	0.5143292485179738
OG0000071_5 	6	3	23647	accelerated	0.10852647606158006	0.514003963033571
OG0006483_1 	10	8	1142981	constrained	0.10852957336384984	0.5136928919230637
OG0003236_1 	10	9	2945157	accelerated	0.1085582116756102	0.5135030291356127
OG0002593_1 	9	8	108827	accelerated	0.10859537242938266	0.5133536940981387
OG0005645_1 	10	8	267920	accelerated	0.10865930128396539	0.5133310065084994
OG0005521_1 	10	9	2945157	accelerated	0.10868044661932097	0.5131063563841393
OG0000923_1 	3	9	23647	constrained	0.10893098782138025	0.5139643386215345
OG0002581_1 	10	9	2945157	accelerated	0.10893374458601057	0.513652865096536
OG0006117_1 	10	8	712130	accelerated	0.10899256026355031	0.5136059511725283
OG0007915_1 	6	7	23647	constrained	0.10901556156968877	0.5133904346557411
OG0006868_1 	9	8	23647	accelerated	0.10902478220417833	0.5131103328815425
OG0007117_1 	9	8	108827	constrained	0.1090528172896681	0.512919075778672
OG0001769_2 	8	8	40822	constrained	0.10910783401107246	0.5128548849771556
OG0005420_1 	10	9	2945157	accelerated	0.1092692115981947	0.5132904034131548
OG0002231_1 	8	8	65946	constrained	0.1092712219088345	0.5129772196336171
OG0002808_1 	10	8	427482	accelerated	0.10940394872274728	0.5132776966144469
OG0006630_1 	8	8	23647	constrained	0.10943843031123139	0.5131171600719318
OG0003771_1 	10	9	2945157	constrained	0.10957684558357661	0.5134438266397325
OG0000785_2 	10	7	177756	accelerated	0.10959089067914851	0.5131876880768402
OG0003494_1 	7	5	23647	constrained	0.10960757780784844	0.5129442347411153
OG0003661_1 	10	8	177756	constrained	0.1098359549044758	0.5136911378719661
OG0004586_1 	6	6	23647	constrained	0.1101150202976996	0.5146740216542668
OG0008707_1 	5	6	23647	constrained	0.11019959404600813	0.514747196954118
OG0007131_1 	4	8	23647	constrained	0.11028416779431664	0.5148202807848444
OG0003000_1 	10	9	2945157	accelerated	0.11028919429515938	0.5145221687636137
OG0007575_1 	5	8	23647	accelerated	0.11029349572866443	0.5142210484378243
OG0006275_1 	10	7	65946	accelerated	0.11030571393909983	0.5139571911485569
OG0000863_1 	7	8	23647	accelerated	0.11063181933519406	0.5151552734504765
OG0004118_1 	10	8	1142981	constrained	0.11066957833328084	0.5150100190475231
OG0005676_1 	6	8	23647	constrained	0.1107916102841678	0.5152568724859584
OG0002115_1 	8	8	23647	accelerated	0.11088556204009137	0.5153729078266599
OG0004127_1 	9	8	108827	constrained	0.1109273348770537	0.5152464329581555
OG0001213_1 	10	9	2945157	accelerated	0.11099204522149653	0.5152265915222857
OG0004948_1 	10	8	1142981	constrained	0.11102653746146066	0.5150665890059936
OG0000951_2 	5	9	65946	accelerated	0.11103023686046154	0.5147640217944055
OG0002632_1 	10	9	2945157	accelerated	0.11109662400667131	0.5147522857976601
OG0002435_1 	10	8	712130	accelerated	0.11118319613774041	0.5148340309688675
OG0006874_1 	10	8	177756	accelerated	0.11119737167803057	0.5145806499772059
OG0003581_2 	10	3	108827	accelerated	0.11129897816658085	0.5147319306044535
OG0007199_1 	8	8	23647	accelerated	0.11130846654825344	0.5144572627777877
OG0005367_1 	10	8	712130	accelerated	0.11145000435318664	0.5147928772504335
OG0005008_1 	10	7	177756	constrained	0.11146489648964897	0.5145434560452337
OG0000255_1 	7	6	23647	constrained	0.11155277401894452	0.5146310495043216
OG0007374_1 	8	8	23647	constrained	0.11155277401894452	0.5143133760169732
OG0004081_1 	5	8	108827	constrained	0.11157055169625464	0.5140780077849019
OG0000449_2 	8	5	23647	accelerated	0.11158108451061666	0.513809568563376
OG0000407_2 	10	8	1142981	constrained	0.11160397134528097	0.5135983129870015
OG0004768_1 	10	9	2945157	accelerated	0.11169897064595735	0.5137189727553297
OG0005302_1 	10	6	23647	constrained	0.11172192151556157	0.5135083272613719
OG0000551_2 	4	9	23647	constrained	0.11189106901217862	0.5139694922828795
OG0001162_1 	10	7	65946	constrained	0.11196700430642324	0.5140021851042872
OG0003684_1 	10	8	427482	accelerated	0.11196781135959577	0.5136901615754428
OG0003179_1 	10	9	2945157	constrained	0.11204461819809138	0.5137269817811814
OG0005788_1 	10	9	2945157	accelerated	0.11207721988844022	0.5135611995992392
OG0005191_1 	9	9	427482	constrained	0.11224800108542582	0.5140283998203835
OG0001472_2 	10	8	177756	accelerated	0.1123112581291208	0.5140029331901981
OG0005346_1 	10	8	712130	accelerated	0.11239927989866905	0.5140907664195709
OG0007290_1 	7	8	23647	accelerated	0.11240801826947477	0.5138160884055735
OG0002278_1 	10	9	2945157	accelerated	0.11244596196863454	0.5136751620450957
OG0006856_1 	10	6	267920	accelerated	0.11247807099399054	0.5135077703264764
OG0005099_1 	10	8	427482	accelerated	0.1126462056704407	0.5139612157315343
OG0005110_1 	7	8	40822	accelerated	0.11273885350318469	0.5140699003756327
OG0002704_1 	10	7	177756	accelerated	0.11280631877404979	0.5140636942790591
OG0008179_1 	4	7	23647	constrained	0.11289640591966173	0.5141605218377765
OG0006345_1 	9	9	427482	accelerated	0.1129825349371435	0.5142392159936165
OG0001592_1 	8	8	23647	constrained	0.11299052774018944	0.5139623944527862
OG0008191_1 	7	6	23647	accelerated	0.11311336717428089	0.5142079972152793
OG0002922_1 	9	7	108827	constrained	0.11316940493255412	0.5141498086625589
OG0006210_1 	10	9	2945157	accelerated	0.11347545182788776	0.5152268387249201
OG0006017_1 	10	8	1142981	constrained	0.11349900436400032	0.5150206947720039
OG0006946_1 	7	9	23647	accelerated	0.11359215089232855	0.5151304037734074
OG0004938_1 	10	8	1142981	constrained	0.11408168764676445	0.517036483636944
OG0002478_1 	6	7	23647	accelerated	0.11435337900702025	0.5179535402082682
OG0003559_1 	10	9	2945157	accelerated	0.11439560932082193	0.5178307915255873
OG0001923_1 	10	8	712130	accelerated	0.11457025622014205	0.5183072342266754
OG0003082_1 	10	9	2945157	accelerated	0.11473786716321221	0.5187512892506247
OG0003300_1 	10	7	177756	constrained	0.11474155584059047	0.5184541322282942
OG0004175_1 	9	9	427482	constrained	0.11486331588230615	0.5186905116837635
OG0005550_1 	10	8	712130	accelerated	0.1148707665259604	0.5184107282068872
OG0005147_1 	10	9	2945157	accelerated	0.11517723387755041	0.5194799274344348
OG0006601_1 	10	7	177756	constrained	0.11522277227722773	0.5193716874704972
OG0007269_1 	10	7	1142981	accelerated	0.11526946369733693	0.5192687722288356
OG0008462_1 	5	7	23647	constrained	0.11535859269282815	0.5193570396761504
OG0007323_1 	10	5	108827	constrained	0.11537471974124307	0.5191167359923762
OG0006776_1 	9	7	23647	constrained	0.11544316644113667	0.5191119868445815
OG0003862_1 	10	8	712130	accelerated	0.11562344654427192	0.5196098208418575
OG0002354_1 	10	8	177756	constrained	0.11563041472580392	0.5193286636121645
OG0000701_1 	10	8	712130	constrained	0.11567982610112085	0.5192383540560527
OG0002407_1 	10	7	23647	constrained	0.11603518267929634	0.5205205882472459
OG0004968_1 	10	8	1142981	constrained	0.11604671265140142	0.5202598420127954
OG0003185_1 	9	8	108827	constrained	0.11605469180725549	0.5199834991652017
OG0005502_1 	10	9	2945157	constrained	0.1162691678499616	0.5206321430883473
OG0001749_1 	6	8	23647	constrained	0.11628890392422192	0.5204085221150471
OG0000392_1 	6	8	23647	constrained	0.11637347767253045	0.5204751525366048
OG0005789_1 	10	8	427482	accelerated	0.11637971367081501	0.5201915508122785
OG0006365_1 	9	9	177756	accelerated	0.11646301671954817	0.5202525549511395
OG0006994_1 	8	8	23647	accelerated	0.11663706335109536	0.5207186050025889
OG0003377_1 	10	9	2945157	accelerated	0.11666985835686361	0.5205538662290408
OG0000128_2 	9	7	23647	constrained	0.11671177266576455	0.5204299880839376
OG0002162_1 	10	9	2945157	accelerated	0.11691976090845013	0.5210463569362852
OG0001682_1 	10	9	2945157	constrained	0.11699510316226658	0.5210712137859088
OG0005079_1 	8	9	40822	accelerated	0.11699573759247461	0.520763506602022
OG0005615_1 	9	8	40822	accelerated	0.11709372397236784	0.5208892342761259
OG0005603_1 	9	7	23647	constrained	0.11713464140730717	0.5207610932566531
OG0005963_1 	9	8	23647	constrained	0.1172192151556157	0.5208270779281937
OG0004095_1 	10	8	1142981	constrained	0.11725757400777612	0.5206877647229963
OG0007238_1 	10	5	65946	accelerated	0.11739908409911137	0.5210063928320041
OG0001443_1 	10	8	1142981	constrained	0.11740280737855516	0.5207135203743637
OG0008046_1 	7	5	23647	accelerated	0.11748287236741939	0.5207593909271545
OG0005760_1 	10	8	712130	accelerated	0.11749110405239549	0.5204869846781387
OG0000192_3 	7	7	23647	constrained	0.1175575101488498	0.5204724619453226
OG0003334_1 	10	8	177756	constrained	0.11767816557528298	0.5206979968494008
OG0003463_1 	9	9	177756	accelerated	0.11780193073651524	0.5209370163830861
OG0001278_1 	10	8	1142981	constrained	0.11794699506906459	0.5212698853081914
OG0000490_2 	4	6	23647	accelerated	0.1179903577772139	0.5211531533045598
OG0005646_1 	9	8	23647	constrained	0.11806495263870095	0.5211744274577171
OG0004599_1 	10	6	23647	accelerated	0.11807493867884633	0.5209106420509765
OG0000728_2 	6	8	23647	accelerated	0.11841326228537596	0.5220948382582485
OG0003153_1 	10	9	2945157	accelerated	0.1187376661546381	0.5232163000053051
OG0001644_1 	9	8	177756	accelerated	0.11888206305272397	0.5235437081018841
OG0002812_1 	8	5	23647	constrained	0.11891069012178619	0.5233611929991875
OG0005112_1 	10	8	712130	accelerated	0.11901331513420454	0.5235043879489834
OG0006328_1 	10	7	427482	accelerated	0.11931953756251845	0.5245424520626547
OG0000764_2 	9	7	23647	constrained	0.11933355886332882	0.52429550067659
OG0005835_1 	10	8	712130	accelerated	0.11938684663582921	0.524221256627283
OG0001506_1 	8	7	23647	constrained	0.11941813261163735	0.5240505478709279
OG0001702_1 	10	9	2945157	accelerated	0.11960349700592299	0.5245557951481143
OG0004471_1 	7	9	23647	accelerated	0.11968197580986217	0.5245919467863032
OG0000837_1 	10	5	40822	accelerated	0.11970209221421924	0.5243723910545475
OG0005206_1 	10	9	2945157	accelerated	0.11973863452702549	0.5242250066133373
OG0000237_3 	10	9	2945157	accelerated	0.11977598409315937	0.5240813270016447
OG0005258_1 	9	8	23647	constrained	0.11984100135317997	0.5240588050977173
OG0003011_1 	9	9	108827	constrained	0.11987723747564964	0.5239105246960954
OG0004263_1 	10	8	177756	constrained	0.11993969261234501	0.5238769380828099
OG0001344_1 	10	8	1142981	constrained	0.12008525023884765	0.5242061566533917
OG0004452_1 	10	9	2945157	accelerated	0.12018207573948747	0.5243223853377522
OG0002721_1 	7	9	23647	accelerated	0.12018946121965657	0.5240485031229509
OG0003549_1 	10	8	427482	accelerated	0.12025357911481238	0.5240221600983277
OG0000015_1 	4	6	23647	accelerated	0.12028421586871929	0.5238500340078509
OG0005647_1 	10	9	2945157	accelerated	0.12040685221931124	0.524078542672515
OG0001081_3 	10	3	108827	accelerated	0.12043299272219365	0.5238870254176263
OG0000689_1 	8	8	40822	accelerated	0.12057224045857629	0.524187464484928
OG0007317_1 	5	7	23647	accelerated	0.12061236572781864	0.5240568700529827
OG0005534_1 	10	9	2945157	accelerated	0.12062823328403194	0.5238210897665317
OG0003688_1 	8	9	1142981	accelerated	0.12066877810635357	0.5236926808113624
OG0001065_2 	10	8	1142981	constrained	0.12072042751104999	0.5236125859930502
OG0003659_1 	10	9	2945157	accelerated	0.12079936220522702	0.5236508626296231
OG0005970_1 	9	8	23647	constrained	0.12119418132611637	0.5250576219981224
OG0001432_1 	8	8	23647	constrained	0.12119418132611637	0.5247532407679787
OG0000947_2 	10	9	2945157	accelerated	0.12119662577228718	0.5244597902046425
OG0005536_1 	10	7	65946	accelerated	0.12125439767075097	0.5244059619008912
OG0007681_1 	8	8	23647	accelerated	0.1212890129408779	0.5242521051246626
OG0003203_1 	10	9	2945157	accelerated	0.12130256272350315	0.5240074268258212
OG0003294_1 	10	7	177756	constrained	0.12136588658865886	0.5239779230813255
OG0000075_6 	5	8	23647	constrained	0.12170162381596752	0.5251238753792382
OG0007483_1 	8	6	23647	accelerated	0.12179649835067241	0.5252298188113004
OG0002383_1 	10	8	177756	accelerated	0.12190868381376718	0.5254102477813197
OG0005703_1 	9	9	177756	accelerated	0.12200994621841177	0.525543418861198
OG0005691_1 	10	9	2945157	accelerated	0.12205227037826283	0.5254227132306888
OG0005879_1 	10	8	1142981	constrained	0.12206427364066814	0.5251716934459392
OG0003190_1 	10	9	2945157	accelerated	0.12207468011794309	0.524914096603867
OG0005743_1 	9	9	267920	accelerated	0.12230516572111083	0.525602579269837
OG0004023_1 	10	8	712130	constrained	0.12240324206825082	0.5257215727474212
OG0007609_1 	7	8	23647	accelerated	0.12255772646536411	0.5260825626263245
OG0004777_1 	10	9	2945157	accelerated	0.12286581183696033	0.5271020956980222
OG0006009_1 	9	8	177756	constrained	0.12290867358993689	0.5269832853290692
OG0000913_1 	8	9	23647	constrained	0.1229702300405954	0.5269447206960454
OG0005282_1 	10	9	2945157	accelerated	0.12322300950580412	0.5277251479351209
OG0002524_1 	10	6	267920	accelerated	0.12333992758762269	0.527923162837796
OG0005061_1 	10	9	2945157	constrained	0.12390473066713387	0.530036903409406
OG0005032_1 	8	6	23647	accelerated	0.12399560179311508	0.5301220090399408
OG0001764_1 	9	7	23647	constrained	0.12423883626522328	0.5308580480920781
OG0000688_2 	6	9	23647	constrained	0.1243234100135318	0.5309156943345162
OG0006790_1 	9	8	23647	accelerated	0.12433392539964472	0.5306571936056836
OG0007022_1 	6	8	108827	constrained	0.12450611044748691	0.5310886001897657
OG0005601_1 	10	9	2945157	accelerated	0.1246151296980661	0.5312502304308537
OG0005473_1 	10	8	427482	accelerated	0.12464208851876113	0.5310620417265413
OG0003631_1 	10	9	2945157	accelerated	0.12473532739271509	0.5311563057560941
OG0003519_1 	10	9	2945157	accelerated	0.12476452796260151	0.5309779255570773
OG0004560_1 	9	8	65946	accelerated	0.12489006156552329	0.5312094930711239
OG0002397_1 	9	8	40822	accelerated	0.12503062074371663	0.5315046706515762
OG0006267_1 	10	8	712130	accelerated	0.1250544148334134	0.5313034268434383
OG0005027_1 	10	8	1142981	constrained	0.12510017602984458	0.5311956877583338
OG0006843_1 	5	9	23647	accelerated	0.12517973441596886	0.5312314979277678
OG0002794_1 	10	8	1142981	constrained	0.1252314110034401	0.53114901123492
OG0000520_2 	8	7	12817	accelerated	0.1253121098626716	0.5311896416369434
OG0006394_1 	10	9	2945157	constrained	0.12531653563839865	0.5309070928435617
OG0004746_1 	8	8	65946	constrained	0.12534497922542687	0.5307265588632162
OG0002702_1 	9	8	65946	accelerated	0.12534497922542687	0.530425863929016
OG0007564_1 	5	8	23647	accelerated	0.12534889621923373	0.5301420757992393
OG0001714_1 	9	9	108827	accelerated	0.12541351172535475	0.5301151777457128
OG0001778_1 	9	8	23647	constrained	0.12542286874154263	0.5298548680037228
OG0001529_1 	6	7	12817	accelerated	0.12546816479400746	0.529746592903585
OG0008096_1 	4	8	12817	accelerated	0.12562421972534332	0.5301058175867737
OG0001721_1 	9	6	23647	accelerated	0.12568721982576336	0.5300721879608281
OG0004737_1 	10	9	2945157	accelerated	0.12575802642176215	0.5300715007585449
OG0006596_1 	10	7	23647	accelerated	0.1257718007273958	0.5298305581685951
OG0005665_1 	7	9	40822	constrained	0.1258635049728088	0.5299179924700727
OG0001523_1 	8	8	23647	accelerated	0.12594096253066056	0.5299453797980302
OG0006110_1 	8	9	108827	constrained	0.12596023082294996	0.5297280202796246
OG0001220_1 	6	9	12817	accelerated	0.1260923845193508	0.5299853798396348
OG0004109_1 	9	7	65946	constrained	0.12616383101325326	0.5299874318548867
OG0007778_1 	5	8	12817	accelerated	0.12624843945068664	0.5300447410102184
OG0000976_2 	6	9	12817	constrained	0.12638477141519738	0.5303190211798366
OG0006533_1 	10	6	12817	constrained	0.12685286316117958	0.5319842981195116
OG0007789_1 	5	9	65946	accelerated	0.12689169926909893	0.5318485419982604
OG0002955_1 	8	9	23647	accelerated	0.12695593335024946	0.531819330450372
OG0002205_1 	8	9	23647	accelerated	0.12695593335024946	0.5315212254445142
OG0004472_1 	9	8	177756	accelerated	0.1270055581808771	0.5314311003097878
OG0006097_1 	10	7	177756	accelerated	0.12702806093746488	0.5312276523750981
OG0002363_1 	9	8	177756	constrained	0.12712789297809382	0.531347639985105
OG0001454_1 	9	9	427482	accelerated	0.12720067745542507	0.5313545077821978
OG0004333_1 	9	8	23647	accelerated	0.12730502453053627	0.5314931404240221
OG0005953_1 	9	8	177756	constrained	0.12744292802574286	0.5317716365498735
OG0004850_1 	9	9	267920	constrained	0.1275231412361899	0.5318092361212186
OG0007535_1 	8	7	23647	accelerated	0.12763258056330884	0.5319686072697286
OG0000801_2 	8	8	12817	accelerated	0.1276728578117684	0.5318396960379801
OG0004899_1 	10	7	177756	accelerated	0.12772564639168293	0.5317630172237903
OG0000938_2 	10	9	2945157	accelerated	0.12774434425706283	0.5315445722874664
OG0002655_1 	9	7	23647	constrained	0.12779093369418132	0.5314423628963476
OG0003049_1 	9	6	12817	accelerated	0.1278089887640449	0.5312216678234009
OG0000465_3 	10	9	2945157	constrained	0.12809464729662098	0.5321128590981435
OG0006986_1 	6	7	12817	constrained	0.12825713839912622	0.5324916991123256
OG0002605_1 	9	9	267920	accelerated	0.12839653627948644	0.5327742941508246
OG0005819_1 	10	8	712130	accelerated	0.12846113446853202	0.5327463705416244
OG0001011_2 	10	7	12817	accelerated	0.12858926342072408	0.532981802713312
OG0007710_1 	10	6	12817	constrained	0.12872523014510845	0.533249442015427
OG0006093_1 	10	8	177756	accelerated	0.12872701905983486	0.5329612557416333
OG0003198_1 	10	9	2945157	constrained	0.12879070313863464	0.5329295078905607
OG0003886_1 	10	9	2945157	accelerated	0.1288308770900478	0.5328005653297714
OG0008148_1 	5	8	12817	constrained	0.12888126072710251	0.5327139658941498
OG0001058_1 	8	8	12817	accelerated	0.1289013732833958	0.5325024098748248
OG0009276_1 	7	3	12817	accelerated	0.1289013732833958	0.5322080470169614
OG0008129_1 	5	8	12817	constrained	0.12903729130909658	0.5324748777832278
OG0003161_1 	8	9	23647	constrained	0.12914411366711773	0.532621416333353
OG0003867_1 	10	8	712130	accelerated	0.12919134642659547	0.5325221669206631
OG0007432_1 	9	8	40822	constrained	0.1291950418891774	0.5322436667789664
OG0000855_2 	9	9	427482	constrained	0.1292358508662353	0.5321182856228839
OG0003141_1 	10	9	2945157	accelerated	0.12970417785455945	0.5337523440196719
OG0007148_1 	10	7	177756	constrained	0.13004343032021423	0.5348537340648017
OG0007906_1 	7	7	12817	constrained	0.13012950538305507	0.534913195215211
OG0003935_1 	9	9	108827	accelerated	0.13041240902742046	0.5357812337875706
OG0000456_2 	10	6	267920	accelerated	0.1304169310589377	0.5355052545790026
OG0004959_1 	10	8	1142981	constrained	0.1304580625518378	0.5353798182415805
OG0003814_1 	10	8	427482	constrained	0.13052184409241047	0.5353474209369653
OG0002676_1 	8	7	12817	accelerated	0.13108614232209737	0.5373668479713201
OG0000716_2 	10	7	427482	constrained	0.1312545322697607	0.5377619865731446
OG0005467_1 	10	9	2945157	accelerated	0.1312694642170784	0.5375283049546923
OG0004062_1 	9	8	65946	constrained	0.13131956449216026	0.5374388094202438
OG0004969_1 	10	8	1142981	constrained	0.13139770496278178	0.5374641064441495
OG0006876_1 	8	7	12817	constrained	0.1315337806210017	0.5377262219257043
OG0001250_2 	9	7	177756	accelerated	0.13159760117915775	0.5376928245115588
OG0001087_1 	3	9	12817	accelerated	0.1317103620474407	0.5378593188257706
OG0007025_1 	10	7	177756	constrained	0.13181966493772432	0.5380115177157722
OG0001734_1 	10	8	712130	accelerated	0.13194087529945708	0.5382121232177198
OG0001756_1 	9	8	177756	accelerated	0.13195616463016724	0.5379806733748467
OG0005954_1 	10	8	1142981	constrained	0.13214486941245226	0.5384560990952569
OG0005971_1 	10	8	1142981	constrained	0.13233034817513395	0.538917868331557
OG0007824_1 	6	9	12817	accelerated	0.132334581772784	0.5386414121312936
OG0008737_1 	3	8	23647	constrained	0.13235791610284167	0.5384429604423335
OG0003139_1 	9	8	267920	accelerated	0.13240717239731858	0.538350120106463
OG0000991_1 	7	5	12817	constrained	0.13246996411296613	0.5383123840912644
OG0002127_1 	10	9	2945157	constrained	0.1324794595618719	0.5380582291830458
OG0003624_1 	10	9	2945157	accelerated	0.1326276302583096	0.5383672665213665
OG0005202_1 	8	9	1142981	accelerated	0.1328054734116082	0.5387963503048896
OG0005567_1 	10	8	427482	accelerated	0.1328997847852531	0.5388862608909095
OG0005085_1 	9	9	108827	accelerated	0.1331667064855825	0.5396755999678869
OG0004624_1 	9	9	267920	accelerated	0.1332114063899672	0.5395639882465646
OG0001744_2 	8	8	12817	accelerated	0.13327091136079905	0.5395124319532836
OG0007762_1 	4	7	12817	accelerated	0.13327091136079905	0.5392201716976209
OG0005587_1 	10	9	2945157	accelerated	0.13329856428267783	0.5390400523158206
OG0002362_1 	10	9	2945157	constrained	0.13342677458588073	0.5392665472846013
OG0005517_1 	9	9	177756	accelerated	0.13355386034789263	0.5394882546989779
OG0002059_1 	10	9	2945157	constrained	0.1335734556218563	0.5392757513727809
OG0003835_1 	9	8	23647	accelerated	0.13363782457921003	0.5392441446688924
OG0005067_1 	10	9	2945157	accelerated	0.1336768135251607	0.5391102161012015
OG0002820_1 	10	7	177756	accelerated	0.13371137964400637	0.5389586047280537
OG0002731_1 	8	8	12817	accelerated	0.1337390761548065	0.5387794820929072
OG0002750_1 	10	9	2945157	accelerated	0.13380719746511893	0.5387633196048374
OG0001710_1 	10	8	427482	accelerated	0.13411153738186576	0.5396977762420018
OG0005512_1 	8	9	23647	constrained	0.13421853856562924	0.5398375145647198
OG0004762_1 	10	9	2945157	constrained	0.1344800259136497	0.540598123546313
OG0004239_1 	10	5	12817	constrained	0.13449836167888907	0.54038099159743
OG0002946_1 	7	8	12817	accelerated	0.1345193508114857	0.5401747479628961
OG0002700_1 	9	7	23647	constrained	0.13455683355886333	0.5400349220049168
OG0006970_1 	10	6	12817	accelerated	0.13467540574282144	0.5402205185247763
OG0004661_1 	10	9	2945157	accelerated	0.1347287131240943	0.5401442610434033
OG0001476_1 	8	8	65946	constrained	0.13480726655142086	0.5401692456397867
OG0002275_1 	10	9	2945157	constrained	0.13484265403036705	0.54002133134199
OG0001858_1 	10	9	2945157	accelerated	0.1349310798642377	0.5400858711178945
OG0006172_1 	8	9	23647	constrained	0.13497970230040596	0.5399911068461339
OG0007274_1 	6	8	12817	accelerated	0.13498751560549316	0.5397332730500152
OG0005096_1 	10	7	427482	accelerated	0.13502575595240884	0.539597309367866
OG0006908_1 	10	7	12817	accelerated	0.13529962546816476	0.5404026217228464
