Tree name	Trait species	Non-trait species	Permutations	Selective Pressure	p-value	FDR
OG0006425_1 	6	4	17415	constrained	0.06626090950849793	0.467389453202867
OG0001841_1 	6	10	17415	accelerated	0.06638336970253822	0.46781192767754787
OG0002569_1 	8	11	1546851	constrained	0.06647263944682848	0.4679999295140645
OG0003035_1 	8	11	1546851	constrained	0.06647263944682848	0.46755966617491673
OG0005150_1 	8	11	1546851	constrained	0.06652694293350021	0.4675018348813732
OG0006815_1 	8	10	72887	constrained	0.06654044561519043	0.46715766372279705
OG0000680_1 	7	6	17415	constrained	0.06683509416628387	0.46878611546088605
OG0002595_1 	8	11	1546851	constrained	0.06695361318592091	0.46917728752683285
OG0006705_1 	8	10	665891	accelerated	0.06702929021096637	0.4692677929844528
OG0007675_1 	5	10	190747	constrained	0.0670399261868814	0.46890320682816855
OG0001689_1 	8	7	17415	accelerated	0.06707247042609399	0.4686923938092568
OG0004958_1 	8	9	117235	accelerated	0.06728653075151414	0.4697491974127649
OG0006582_1 	6	7	72887	constrained	0.06733618702667106	0.4696573417895704
OG0004776_1 	8	11	1546851	constrained	0.06741648576278944	0.4697791836424759
OG0004306_1 	8	11	1546851	constrained	0.06762077030788784	0.4707639661006307
OG0001924_1 	8	9	17415	constrained	0.0676389526871842	0.47045251092286167
OG0005920_1 	8	10	665891	accelerated	0.06772610408957658	0.4706208924514536
OG0004943_1 	8	10	665891	accelerated	0.06791232159161897	0.47147672102185245
OG0005193_1 	7	10	28423	constrained	0.06797072896144103	0.47144447165556086
OG0008468_1 	4	9	17415	accelerated	0.06799127139083494	0.4711498945220323
OG0003156_1 	7	11	314555	accelerated	0.06802098235574627	0.4709193380314027
OG0003324_1 	7	11	117235	constrained	0.06805076938824252	0.4706897342422658
OG0007969_1 	3	9	17415	accelerated	0.06810612151142759	0.4706372186145509
OG0002200_1 	8	11	1546851	constrained	0.06817544163603476	0.47068123463770256
OG0004533_1 	8	11	1546851	constrained	0.06827887684874281	0.4709604817325185
OG0000202_4 	3	10	17415	constrained	0.06832797427652733	0.47086475913879705
OG0000694_1 	8	4	17415	constrained	0.06844281120808451	0.4712218226545561
OG0005871_1 	8	10	665891	accelerated	0.0686872266807631	0.4724695435989565
OG0004760_1 	6	11	28423	accelerated	0.06874956019984524	0.4724636595719144
OG0010258_1 	3	3	17415	accelerated	0.06878921682547057	0.4723020883416377
OG0006487_1 	8	10	665891	accelerated	0.06894252486904706	0.4729204205925366
OG0006290_1 	8	8	28423	constrained	0.06895581198986772	0.47257800756025753
OG0001670_1 	8	10	941109	accelerated	0.06896551724137934	0.4722116963496275
OG0001914_1 	8	10	665891	accelerated	0.06903563362006826	0.47225931617314765
OG0007205_1 	6	11	450660	constrained	0.06904034935117959	0.4718598648069194
OG0005440_1 	8	11	1546851	accelerated	0.06905950195236743	0.47155972246379113
OG0006991_1 	7	10	44527	constrained	0.06912504491555875	0.4715766066000299
OG0003252_1 	6	11	190747	constrained	0.06916979470295888	0.47145173654879086
OG0002021_1 	8	11	1546851	accelerated	0.06918362597295136	0.4711165495444055
OG0002508_1 	8	9	117235	accelerated	0.06931672780005116	0.4715934247142698
OG0004617_1 	8	11	1546851	accelerated	0.06931809366191721	0.4711739875546863
OG0006466_1 	7	11	314555	constrained	0.06939852492370295	0.4712922532738664
OG0001462_1 	8	11	1546851	constrained	0.06945415945313803	0.4712420601008286
OG0005525_1 	6	10	314555	constrained	0.06948709634348714	0.47103809552153525
OG0004866_1 	8	11	1546851	constrained	0.06952656410203367	0.470878731694661
OG0005720_1 	8	11	1546851	accelerated	0.06968658684802564	0.4715353935408939
OG0005859_1 	7	10	117235	accelerated	0.06969086938719804	0.47113800217728735
OG0006163_1 	8	8	17415	accelerated	0.0697140231997243	0.4708687908440277
OG0005356_1 	7	6	17415	accelerated	0.0697140231997243	0.47044381901113597
OG0007600_1 	8	7	117235	constrained	0.06972261080214269	0.47007751214393223
OG0005099_1 	7	11	117235	constrained	0.06975673001467127	0.4698838471348622
OG0000268_1 	7	9	72887	accelerated	0.07005460582279177	0.4714656055238651
OG0001397_2 	8	3	17415	accelerated	0.07005857356150225	0.4710683044238779
OG0007634_1 	7	8	17415	accelerated	0.07005857356150225	0.47064506246123294
OG0006282_1 	8	6	44527	constrained	0.07006827164929932	0.47028767246123077
OG0000016_4 	6	8	17415	constrained	0.07016536518144235	0.47051698247681123
OG0001295_2 	7	7	17415	constrained	0.07016536518144235	0.47009537227745923
OG0003157_1 	6	9	17415	constrained	0.07016536518144235	0.4696745169755099
OG0005983_1 	8	6	17415	accelerated	0.0701734236820949	0.4693083084713985
OG0005171_1 	7	11	314555	constrained	0.07017421159715158	0.46889417346908163
OG0008059_1 	7	6	17415	accelerated	0.07028827380268754	0.4692369850202631
OG0003472_1 	8	11	1546851	accelerated	0.07029944919965869	0.46889293636560936
OG0006995_1 	6	11	190747	constrained	0.07037557405582234	0.4689823237213758
OG0000975_2 	7	11	72887	constrained	0.0703819558775107	0.46860719866086153
OG0003560_1 	8	11	1546851	constrained	0.07047428923847118	0.46880450234523935
OG0006356_1 	7	11	117235	accelerated	0.07059385502499271	0.4691824480194404
OG0000820_1 	6	3	17415	constrained	0.0707314272591572	0.469679290956233
OG0001939_1 	7	8	17415	constrained	0.0707395498392283	0.46931642781535937
OG0001934_1 	6	11	117235	accelerated	0.07129331081426893	0.47257099730344754
OG0004964_1 	5	10	17415	accelerated	0.07132192488802114	0.4723419241698264
OG0003754_1 	7	5	17415	constrained	0.07152698048220436	0.47328073722605485
OG0006448_1 	8	5	44527	constrained	0.07154727150235796	0.4729964182344213
OG0001136_1 	8	11	1546851	constrained	0.07171551179096777	0.4736898247889276
OG0001372_1 	7	11	314555	constrained	0.07172558494404883	0.4733382159105499
OG0001238_1 	8	11	1546851	constrained	0.07175817881620986	0.4731357169389781
OG0001977_1 	7	10	117235	accelerated	0.07184045311860243	0.4732608528350576
OG0002940_1 	8	11	1546851	constrained	0.07196763512194365	0.4736813449003281
OG0007584_1 	4	10	117235	accelerated	0.07201105500204719	0.4735502711084492
OG0002067_1 	8	11	1546851	constrained	0.07215123262450045	0.47405515495025474
OG0005563_1 	8	10	665891	accelerated	0.07216228554952187	0.4737115092658253
OG0003890_1 	8	11	1546851	accelerated	0.07219880530630185	0.47353549760984115
OG0003272_1 	8	11	1546851	constrained	0.07228181958054436	0.47366447414875557
OG0002630_1 	6	10	314555	constrained	0.07247537846275139	0.4745169919141788
OG0004240_1 	8	11	1546851	constrained	0.0724951547067547	0.47423120887349507
OG0006110_1 	8	9	72887	accelerated	0.07249677578684521	0.4738272662222392
OG0006451_1 	8	6	44527	constrained	0.07253862738052462	0.47368673967177516
OG0000774_1 	7	10	44527	constrained	0.07253862738052462	0.4732734004574019
OG0007861_1 	3	11	190747	constrained	0.07261937215593349	0.4733871365387225
OG0005942_1 	6	9	17415	constrained	0.07269177767570051	0.4734463603494884
OG0006202_1 	6	11	190747	accelerated	0.07273547020645255	0.4733186342329379
OG0006640_1 	8	9	17415	accelerated	0.07281497645572532	0.4734239817038768
OG0005787_1 	7	11	72887	accelerated	0.0728260571303131	0.47308464740517026
OG0000504_1 	8	10	190747	accelerated	0.07286129197991043	0.4729026737272485
OG0004268_1 	8	11	1546851	constrained	0.07302655311204231	0.47356421302579393
OG0005335_1 	8	11	1546851	constrained	0.07303301781283657	0.47319573153083105
OG0004259_1 	8	11	1546851	constrained	0.07317136240983359	0.47368162488166726
OG0002385_1 	8	10	665891	accelerated	0.07325255898889904	0.47379704460207456
OG0001525_1 	8	10	72887	constrained	0.07331796729228406	0.47381023461055133
OG0005822_1 	8	8	17415	constrained	0.07338079926504364	0.4738067669298197
OG0007853_1 	7	7	17415	constrained	0.07349563619660082	0.4741388022795378
OG0007564_1 	7	6	17415	constrained	0.07372531005971521	0.47521046837628506
OG0005854_1 	6	10	17415	accelerated	0.07373377742046627	0.474855688004157
OG0002956_1 	7	11	72887	constrained	0.07375699703654923	0.4745964430656442
OG0004945_1 	8	9	190747	accelerated	0.07401543429937507	0.47584987296339415
OG0006257_1 	7	7	28423	accelerated	0.07409753008233055	0.4759684127367574
OG0004069_1 	8	9	3365971	accelerated	0.07416832989793631	0.4760142511990299
OG0004761_1 	7	11	314555	constrained	0.07421795523906409	0.4759242292645645
OG0001313_2 	8	11	1546851	accelerated	0.07429598407075066	0.4760163435278515
OG0001036_2 	8	9	17415	accelerated	0.0743080280234294	0.4756858951465595
OG0003227_1 	7	7	17415	constrained	0.07441433164905834	0.4759589031137803
OG0001731_1 	7	9	17415	accelerated	0.07442287814402204	0.47560671784859215
OG0004742_1 	6	10	44527	constrained	0.0744699964067553	0.4755014202675572
OG0003609_1 	8	10	72887	constrained	0.07447042037098013	0.4750984070937017
OG0005255_1 	8	11	1546851	constrained	0.07452765663646789	0.4750582171107165
OG0003905_1 	8	11	1546851	constrained	0.07455998014043916	0.4748594305877884
OG0004129_1 	8	10	665891	accelerated	0.07458912009226781	0.47464072419564807
OG0002790_1 	7	8	17415	constrained	0.07464400551217272	0.4745860792640437
OG0000547_1 	7	11	72887	constrained	0.07479969267917902	0.47517187949211687
OG0005666_1 	8	10	665891	accelerated	0.07481137969147966	0.4748426875663781
OG0003577_1 	8	9	72887	constrained	0.07482713203819559	0.4745398356654694
OG0000489_1 	5	4	17415	constrained	0.07486508209897808	0.4743781515712365
OG0005762_1 	8	10	665891	accelerated	0.07488646739391613	0.4741118685049204
OG0001800_1 	8	8	190747	constrained	0.07493499412850194	0.4740177251258959
OG0005556_1 	8	11	1546851	constrained	0.07501638801651343	0.4741314735413955
OG0001051_1 	8	8	17415	accelerated	0.07511197886757781	0.47433468411560753
OG0002130_1 	8	10	665891	accelerated	0.07516879715507718	0.47429290829410303
OG0002673_1 	6	11	190747	constrained	0.0751986914672762	0.4740814638286881
OG0002867_1 	8	10	665891	accelerated	0.07524088134941609	0.4739478263265241
OG0008981_1 	7	3	17415	constrained	0.07543920082673097	0.47479705772850794
OG0000628_2 	8	5	44527	constrained	0.07563440377273747	0.47562526241274855
OG0001803_1 	8	9	28423	constrained	0.0757106670419364	0.47570475417862057
OG0002121_1 	8	11	1546851	accelerated	0.0759018385870549	0.4765054971581944
OG0006263_1 	8	9	17415	constrained	0.07590721175930179	0.47613944825864046
OG0007043_1 	8	8	44527	accelerated	0.0759107038584198	0.4757622235954777
OG0007262_1 	4	11	17415	accelerated	0.07591592971172623	0.47539648781790367
OG0004074_1 	8	10	665891	accelerated	0.07596472680090349	0.4753039851802138
OG0000255_3 	8	11	1546851	constrained	0.07604427544279968	0.4754038858577033
OG0000341_3 	8	7	44527	accelerated	0.07604545658716255	0.4750141010043562
OG0005456_1 	8	11	1546851	constrained	0.07606754836565899	0.47475547506680493
OG0000847_3 	8	3	44527	constrained	0.07607670543854134	0.4744166193194108
OG0000069_3 	8	5	17415	constrained	0.07612814330003445	0.47434177287863133
OG0003311_1 	8	10	190747	constrained	0.07617379998741795	0.4742310595386545
OG0000661_2 	8	9	44527	constrained	0.07617678763923823	0.4738551091335975
OG0001224_1 	7	8	17415	accelerated	0.07649018031468935	0.47540904257101596
OG0005671_1 	7	11	314555	accelerated	0.0765596785269208	0.4754457776958363
OG0002069_1 	7	7	17415	constrained	0.07659623334864492	0.4752780387948698
OG0000094_3 	8	11	1546851	accelerated	0.0766556334203925	0.47525221482941515
OG0004929_1 	5	5	17415	constrained	0.07671107028020212	0.4752018827548229
OG0002833_1 	7	11	117235	constrained	0.07671704937050053	0.4748455117079739
OG0003810_1 	6	10	117235	constrained	0.07674854998294098	0.4746475667679485
OG0001477_1 	6	8	17415	constrained	0.07694074414331649	0.4754429288922127
OG0001718_1 	7	11	314555	constrained	0.07711724313326551	0.4761400717650092
OG0003327_1 	7	11	117235	constrained	0.07714353952710772	0.47590944310576266
OG0007055_1 	7	10	117235	accelerated	0.07728265320049132	0.4763746067436716
OG0007413_1 	5	10	17415	accelerated	0.07729413115883776	0.476052898414028
OG0003832_1 	8	11	1546851	constrained	0.07738505438752778	0.47622061864653925
OG0002718_1 	8	11	1546851	constrained	0.07749754018134779	0.4765206479736327
OG0006013_1 	5	9	17415	constrained	0.0775060282466414	0.4761812433854871
OG0002076_1 	7	8	17415	constrained	0.07751492880110243	0.47584492828065916
OG0004364_1 	7	11	314555	constrained	0.07754959308240081	0.4756671923520187
OG0002915_1 	7	4	17415	accelerated	0.0776386815206156	0.4758232964997072
OG0003058_1 	8	11	1546851	accelerated	0.07771456647099895	0.4758982911577879
OG0002983_1 	8	11	1546851	constrained	0.07776388585407101	0.4758106174557193
OG0002657_1 	8	10	72887	constrained	0.0780100976841181	0.47692681961091665
OG0001890_1 	7	10	17415	constrained	0.07808911345888837	0.4770198540295003
OG0008403_1 	6	5	17415	constrained	0.07808911345888837	0.4766304500670272
OG0002978_1 	8	9	190747	accelerated	0.07825147842133962	0.477231895722966
OG0002371_1 	7	11	314555	constrained	0.07841429298067142	0.47783510074692764
OG0003278_1 	6	11	17415	constrained	0.07843362425355994	0.47756368773930596
OG0007288_1 	6	9	17415	accelerated	0.07844263236476401	0.47722991227936573
OG0008908_1 	4	3	17415	constrained	0.07853944195659662	0.47743041260932756
OG0000789_2 	8	10	665891	accelerated	0.07864385602383583	0.4776767761902685
OG0003953_1 	8	9	117235	constrained	0.07886655975980074	0.4786406390617128
OG0003408_1 	5	10	190747	constrained	0.07889163801056781	0.47840452344283496
OG0004396_1 	8	8	17415	constrained	0.07900780891134589	0.4787207351945974
OG0004085_1 	8	10	665891	accelerated	0.07904031909270026	0.4785299318673035
OG0004448_1 	8	11	1546851	constrained	0.07914474594372349	0.478774486586748
OG0003671_1 	8	11	1546851	constrained	0.07918482708864785	0.4786297107047857
OG0006542_1 	6	10	117235	constrained	0.07925622654384169	0.4786743181488726
OG0001421_1 	6	11	190747	constrained	0.07942416172122381	0.479301418232115
OG0000646_2 	8	11	1546851	constrained	0.07945246570152993	0.4790855532664027
OG0005491_1 	8	11	1546851	constrained	0.07958305265757384	0.47948628905775964
OG0001549_1 	8	8	17415	constrained	0.07969683050068903	0.47978518651662794
OG0006240_1 	7	11	314555	accelerated	0.07972659354633604	0.47957823004501576
OG0007003_1 	6	11	450660	accelerated	0.07988798551445009	0.4801627553790541
OG0003271_2 	8	4	17415	constrained	0.07991732690320358	0.4799532957873519
OG0001325_1 	7	11	314555	accelerated	0.07999364171037993	0.4800260506167823
OG0005235_1 	8	11	1546851	constrained	0.08001748055094766	0.4797840433676309
OG0005147_1 	8	11	1546851	constrained	0.08014677456683272	0.4801742255097823
OG0005545_1 	8	11	1546851	constrained	0.08020883569445755	0.4801613006304717
OG0007360_1 	6	10	117235	constrained	0.0804503582395087	0.4812218628454452
OG0007382_1 	8	7	17415	accelerated	0.08050993453543132	0.48119326980129495
OG0008371_1 	7	3	17415	accelerated	0.08051918217321385	0.4808641574353994
OG0004044_1 	8	11	1546851	constrained	0.08052172721289941	0.480495574118794
OG0007143_1 	7	10	117235	accelerated	0.08057526955097583	0.4804316510627163
OG0002984_1 	8	11	1546851	accelerated	0.08093920508908481	0.48221708083751963
OG0005502_1 	8	11	1546851	accelerated	0.08103488402161829	0.48240272916372606
OG0004046_1 	7	11	117235	constrained	0.0810843085741581	0.48231294766028654
OG0005402_1 	8	11	1546851	constrained	0.08131042070979828	0.48327346235863416
OG0006636_1 	8	10	665891	accelerated	0.08135602383584029	0.48316043702984734
OG0003517_1 	7	11	72887	constrained	0.0814125782021732	0.48311257715686423
OG0002452_1 	8	10	190747	constrained	0.08143728898861324	0.4828759791973523
OG0002273_1 	7	10	117235	accelerated	0.08158042888581807	0.4833414158314277
OG0000814_2 	8	8	44527	constrained	0.08161157024793389	0.483143080557246
OG0001945_1 	6	9	17415	constrained	0.08164905833716123	0.48298260220486905
OG0002702_1 	7	10	44527	constrained	0.08174631692418254	0.4831756613771643
OG0001087_1 	8	4	17415	constrained	0.0819935691318328	0.4842542783560141
OG0005288_1 	8	10	665891	accelerated	0.08204382719015813	0.48416866290513993
OG0001993_1 	7	4	17415	accelerated	0.08211783622372804	0.48422323457792943
OG0003559_1 	8	11	1546851	constrained	0.08212368006971534	0.4838760881649027
OG0006652_1 	6	10	117235	constrained	0.08224155578300921	0.4841890650311495
OG0005978_1 	8	10	665891	accelerated	0.08241025517804801	0.4848005334116955
OG0002257_1 	7	7	17415	constrained	0.08244344930531634	0.4846145207986245
OG0003874_1 	8	10	72887	constrained	0.08251015256283613	0.48462561721313885
OG0006286_1 	7	10	44527	constrained	0.08255479698167445	0.4845072347189795
OG0001678_1 	8	10	72887	constrained	0.08261990999890242	0.4845090722053282
OG0007011_1 	7	10	117235	accelerated	0.08262108262108259	0.48413623413623397
OG0007676_1 	6	8	17415	accelerated	0.0828069369472838	0.4848453152348011
OG0000866_1 	7	9	17415	accelerated	0.08292178706787645	0.48513787316628504
OG0003833_1 	8	11	1546851	accelerated	0.08305319231465436	0.485526754446185
OG0004970_1 	8	10	665891	accelerated	0.08308003748378101	0.4853042502079926
OG0000225_4 	5	10	17415	constrained	0.08337161231051907	0.4866272796610078
OG0007599_1 	8	4	17415	accelerated	0.08338118755024693	0.4863035408059253
OG0001709_1 	7	10	28423	accelerated	0.08345647737668005	0.4863632746262172
OG0002738_1 	8	10	665891	accelerated	0.08351554615791246	0.48632845687127063
OG0003691_1 	6	10	117235	constrained	0.0835238322699512	0.48599820535597293
OG0003263_1 	8	11	1546851	accelerated	0.0835975278632567	0.4860487681443004
OG0000021_3 	7	10	17415	accelerated	0.08361088779143222	0.4857487241775747
OG0006518_1 	7	8	17415	accelerated	0.08361088779143222	0.4853715900749524
OG0003561_1 	6	11	117235	constrained	0.08371005987819649	0.4855703007829908
OG0001043_1 	6	5	17415	constrained	0.08371612310519062	0.48522903291279873
OG0004923_1 	7	10	117235	accelerated	0.08374703584284426	0.4850322130108029
OG0006499_1 	7	10	117235	accelerated	0.08376552477139343	0.484763799315564
OG0001737_1 	8	11	1546851	accelerated	0.08380181531380104	0.48459874176433904
OG0002179_1 	8	9	17415	constrained	0.08394579696830501	0.4850562008748196
OG0005951_1 	8	3	17415	accelerated	0.08395543815321005	0.48473730584675795
OG0008618_1 	7	3	17415	constrained	0.08399311531841652	0.4845806506449077
OG0004976_1 	7	10	117235	accelerated	0.0840370540969343	0.4844603342195665
OG0005154_1 	8	8	17415	constrained	0.0840606338998622	0.4842229273260937
OG0008746_1 	7	5	17415	accelerated	0.0840702882738027	0.48390573165760026
OG0003479_1 	7	11	117235	accelerated	0.08407117389153318	0.48353859014384115
OG0003391_1 	7	10	117235	accelerated	0.08413941348073084	0.4835591042240004
OG0005891_1 	8	10	665891	accelerated	0.08420034600413284	0.4835376244799549
OG0002093_1 	8	11	1546851	accelerated	0.08435520157223764	0.48405513595980104
OG0003165_1 	8	6	44527	constrained	0.08439633489040603	0.48391978218985116
OG0000190_3 	4	4	17415	accelerated	0.08441483863558052	0.4836549796768088
OG0002609_1 	8	9	17415	constrained	0.08451998162609095	0.4838866023110889
OG0007874_1 	7	8	17415	constrained	0.08451998162609095	0.4835163753774155
OG0006162_1 	7	11	117235	constrained	0.08454740864580845	0.48330349728188826
OG0001318_1 	8	11	1546851	constrained	0.08454923580771911	0.4829447182080335
OG0005927_1 	8	10	665891	accelerated	0.08461783362967945	0.4829675893504682
OG0004237_1 	8	11	1546851	accelerated	0.08476765534896946	0.48345366822596847
OG0000923_1 	8	4	17415	accelerated	0.08487423911795111	0.4836925959488723
OG0003093_2 	7	3	17415	constrained	0.08503557493688317	0.4842429503450689
OG0004080_1 	8	9	3365971	accelerated	0.08509188226283426	0.4841948277619572
OG0007151_1 	7	6	17415	accelerated	0.0851039393591363	0.48389517459183423
OG0000918_2 	8	11	1546851	accelerated	0.08515037107910317	0.4837912800596158
OG0003793_1 	7	11	314555	accelerated	0.08531553012239712	0.4843615935650442
OG0005439_1 	8	11	1546851	constrained	0.08531853520223523	0.48401114393559397
OG0006284_1 	8	8	17415	constrained	0.08532384014699128	0.483674262910579
OG0000929_2 	8	11	1546851	constrained	0.08533146460382374	0.48335103094150766
OG0002348_1 	8	11	1546851	constrained	0.08558229499464076	0.48440485970850033
OG0003179_1 	8	11	1546851	accelerated	0.0856132502391973	0.4842135189398474
OG0001263_2 	7	11	117235	constrained	0.08572452147804428	0.48447637724212933
OG0001160_1 	7	11	117235	accelerated	0.08572598392957675	0.48411871740290435
OG0004510_1 	8	11	1546851	constrained	0.08574261957433824	0.4838472200432657
OG0001424_1 	8	8	17415	accelerated	0.08579304008269206	0.48376663702736694
OG0003328_1 	8	11	1546851	constrained	0.08581890304371043	0.48354780562006244
OG0005156_1 	8	3	190747	constrained	0.08587214056570147	0.4834834299772213
OG0000845_1 	5	7	17415	accelerated	0.08590789020328471	0.48332076376972144
OG0006477_1 	7	10	72887	accelerated	0.08607963120489537	0.4839228590368441
OG0002647_1 	8	11	1546851	constrained	0.08613308750231113	0.4838595756985577
OG0002472_1 	8	9	117235	accelerated	0.0861695412593616	0.4837009459431282
OG0000801_2 	7	9	17415	constrained	0.08624253559944878	0.48374751588678055
OG0005112_1 	7	11	314555	constrained	0.08627924720244151	0.4835906531729049
OG0004612_1 	8	11	1546851	constrained	0.08645890842234148	0.48423465039239494
OG0003248_1 	8	7	17415	constrained	0.08647220946256316	0.4839466393350185
OG0004716_1 	8	8	17415	constrained	0.08658704639412035	0.4842268854815541
OG0006077_1 	8	9	72887	accelerated	0.08660099333205284	0.4839429201373387
OG0006647_1 	8	10	665891	accelerated	0.08677134893555671	0.48453276773051346
OG0004820_1 	8	5	17415	constrained	0.08680675163623837	0.4843687178986226
OG0004094_1 	8	9	117235	accelerated	0.08694020301970484	0.4847516017735519
OG0005011_1 	8	10	665891	accelerated	0.08724890672305252	0.4861103394696451
OG0003420_1 	7	9	190747	accelerated	0.08749855829217912	0.487138287677307
OG0001071_1 	6	9	17415	constrained	0.08750574184657786	0.4868157974604633
OG0004873_1 	8	11	1546851	constrained	0.08767815099213763	0.48741229365666394
OG0006020_1 	7	10	117235	accelerated	0.08774054865565717	0.4873967921978816
OG0008146_1 	8	4	17415	accelerated	0.08774549213276672	0.48706239396933687
OG0001250_2 	6	10	117235	constrained	0.08783841416605538	0.48721648569702974
OG0008885_1 	7	3	17415	constrained	0.0878401653461936	0.486865023197546
OG0001578_1 	8	8	17415	accelerated	0.08786034225335937	0.486616132613606
OG0003617_1 	8	10	190747	accelerated	0.08792844935149358	0.4866328762406495
OG0006094_1 	7	11	72887	constrained	0.08819009987926682	0.4877199532524245
OG0002470_1 	8	10	665891	accelerated	0.088531404680667	0.4892456118236121
OG0006975_1 	8	9	450660	constrained	0.08854490263255996	0.48895881608836844
OG0004900_1 	8	9	28423	constrained	0.08879819870531945	0.4899956691658108
OG0003806_1 	8	11	1546851	constrained	0.08890773708320458	0.49023831133563467
OG0001852_2 	8	5	17415	constrained	0.08899862195682132	0.49037781604359104
OG0000265_6 	6	3	17415	constrained	0.08918732782369146	0.49105570702337337
OG0000462_2 	8	4	17415	constrained	0.08933287403835113	0.4914951428879701
OG0006621_1 	8	10	665891	accelerated	0.08945648517468408	0.4918133379787594
OG0000217_4 	8	5	17415	constrained	0.08945796968305007	0.4914601317561832
OG0006439_1 	8	4	17415	constrained	0.08945796968305007	0.49109929465504065
OG0003543_1 	8	11	1546851	constrained	0.08955291422247104	0.49125982365474397
OG0003555_1 	8	11	1546851	accelerated	0.08958651185642985	0.49108383368806896
OG0003849_1 	8	9	28423	constrained	0.08971291866028708	0.4914164782585835
OG0006628_1 	7	9	17415	accelerated	0.08981279430343403	0.49160341362135884
OG0003722_1 	8	10	190747	constrained	0.08985677438295553	0.4914843467895819
OG0007144_1 	8	10	665891	accelerated	0.08997308856744679	0.491760806446491
OG0003002_1 	8	10	665891	accelerated	0.09007520784276035	0.49195933458021857
OG0001172_1 	7	9	17415	accelerated	0.09015734466521186	0.4920485153735687
OG0004443_1 	7	11	28423	constrained	0.09020546017450042	0.49195202459864307
OG0007871_1 	8	5	17415	constrained	0.09026182820395039	0.4919006483097209
OG0004846_1 	8	7	17415	constrained	0.09037666513550757	0.4921677532543264
OG0001784_2 	8	4	17415	accelerated	0.0905018950269898	0.49249102555808055
OG0005603_1 	6	10	17415	accelerated	0.09073159526817498	0.4933819184146504
OG0003236_1 	8	11	1546851	constrained	0.09077215679226719	0.4932437618719344
OG0002275_1 	8	11	1546851	accelerated	0.09079672105712289	0.4930189421525838
OG0000730_2 	8	6	17415	constrained	0.09083601286173633	0.492874360063282
OG0006806_1 	8	9	17415	constrained	0.09095084979329353	0.4931395967399969
OG0001128_2 	8	11	1546851	constrained	0.09106694714848512	0.49341127813711827
OG0006566_1 	8	8	17415	accelerated	0.09107614562995292	0.49310379498563217
OG0004472_1 	7	10	117235	constrained	0.09121615858339446	0.49350449907962407
OG0007519_1 	8	4	17415	constrained	0.09129536058796509	0.4935758576400686
OG0002637_1 	8	10	190747	constrained	0.09132467968209365	0.493377622820097
OG0000641_2 	6	11	450660	constrained	0.0914250971899242	0.4935635030245944
OG0000576_3 	8	6	17415	accelerated	0.0915355461123234	0.4938032310835801
OG0003007_1 	8	11	1546851	accelerated	0.09161128494220472	0.4938554992882946
OG0004015_1 	7	11	72887	constrained	0.09162001975633849	0.49354674907647184
OG0006306_1 	7	11	314555	constrained	0.09167090539165819	0.4934653416943328
OG0003705_1 	8	11	1546851	accelerated	0.0916940342892607	0.4932347441588506
OG0007754_1 	7	7	17415	constrained	0.09186954524575103	0.4938235728270887
OG0005429_1 	8	11	1546851	accelerated	0.09188151327868432	0.4935330997016686
OG0005457_1 	8	11	1546851	accelerated	0.09194228233042845	0.4935049856314526
OG0005277_1 	8	11	1546851	constrained	0.09200432876365183	0.49348376339011824
OG0000666_2 	8	3	17415	constrained	0.0923182914226662	0.4948128064281543
OG0004641_1 	8	8	17415	constrained	0.09232889297197978	0.4945151380741353
OG0000951_2 	8	6	44527	constrained	0.09261588214157385	0.4956971730655316
OG0002910_1 	7	10	117235	accelerated	0.09273760171963763	0.49599359660781867
OG0004560_1 	7	10	44527	constrained	0.09275062881782249	0.4957086859691628
OG0006983_1 	5	11	17415	accelerated	0.09279889743884229	0.4956123972501599
OG0000976_1 	8	3	17415	constrained	0.09290307762976573	0.49581464056942065
OG0007080_1 	7	9	117235	accelerated	0.09299984645044612	0.4959770698359384
OG0007269_1 	6	11	665891	constrained	0.0932097504715451	0.4967421983433662
OG0003197_1 	6	9	17415	constrained	0.0932475884244373	0.4965898993230183
OG0006354_1 	8	10	72887	constrained	0.09329382065634947	0.49648248900179714
OG0000612_2 	7	11	314555	constrained	0.09355925737538148	0.49754094409368943
OG0004146_1 	7	10	117235	accelerated	0.09359059658460855	0.49735386685367317
OG0002037_1 	8	10	72887	constrained	0.09365053232356492	0.4973189134824537
OG0006918_1 	8	9	117235	constrained	0.09367429799720223	0.49709206964164726
OG0000636_1 	8	9	450660	accelerated	0.09371629927794467	0.49696224801503003
OG0004019_1 	8	11	1546851	constrained	0.0938041014647719	0.49707531300644897
OG0004515_1 	8	10	665891	accelerated	0.09384160699697242	0.49692188067731075
OG0003068_1 	8	11	1546851	constrained	0.09424628699909882	0.49871159794215275
OG0006765_1 	8	10	72887	constrained	0.09436395565799582	0.49898111489026503
OG0001602_1 	8	10	190747	accelerated	0.09436633009342266	0.49864102481167577
OG0003579_1 	8	11	1546851	accelerated	0.09439631765405598	0.4984472225278083
OG0004664_1 	8	11	1546851	accelerated	0.09461612060717328	0.49925528142543024
OG0000838_1 	8	6	17415	constrained	0.09462563160312357	0.4989533480229583
OG0002441_1 	6	10	117235	constrained	0.0946621402616899	0.4987940963612793
OG0002737_1 	7	11	28423	accelerated	0.09471536133980718	0.4987230681251678
